campaign,filename,extension,TELESCOP,INSTRUME,CHANNEL,MODULE,OUTPUT,RADESYS,EQUINOX,WCSAXES,CTYPE1,CTYPE2,CRVAL1,CRVAL2,CRPIX1,CRPIX2,CD1_1,CD1_2,CD2_1,CD2_2,A_ORDER,B_ORDER,A_2_0,A_0_2,A_1_1,B_2_0,B_0_2,B_1_1,AP_ORDER,BP_ORDER,AP_1_0,AP_0_1,AP_2_0,AP_0_2,AP_1_1,BP_1_0,BP_0_1,BP_2_0,BP_0_2,BP_1_1
3,ktwo2015008010551-c03_ffi-cal.fits,65,Kepler,Kepler Photometer,65,19,1,ICRS,2000.0,2,RA---TAN-SIP,DEC--TAN-SIP,332.7894743925444,-9.46019969920909,533.0,521.0,0.000614454300052975,-0.0009181234667282,-0.0009178202812225,-0.0006139941364568,2,2,6.088006818741279e-07,1.997724305781681e-07,6.194702414119825e-07,1.322820263216e-07,7.181652526779702e-07,6.2990327896493e-07,2,2,1.09080231242e-06,4.043474060539921e-07,-6.10587208271086e-07,-1.914865455748e-07,-6.246334872992e-07,-2.038222728584e-06,-2.571396226289e-06,-1.357650572899e-07,-7.145906917427e-07,-6.233947808773e-07
3,ktwo2015008010551-c03_ffi-cal.fits,66,Kepler,Kepler Photometer,66,19,2,ICRS,2000.0,2,RA---TAN-SIP,DEC--TAN-SIP,333.5137886634526,-10.523618604296429,533.0,521.0,-0.0006161649232253,-0.00091641885311068,0.0009166308676850858,-0.0006166203245684,2,2,6.01139486241961e-07,2.390714624767427e-07,6.116774609169757e-07,2.21587960129e-07,3.86374349182e-07,5.451069933673448e-07,2,2,2.463298245362e-06,2.864677173256e-06,-5.917386039801e-07,-2.386036102371e-07,-6.099647044363e-07,6.189550763707084e-07,7.408531340007232e-07,-2.199169327554e-07,-3.839889847689e-07,-5.299159619784e-07
3,ktwo2015008010551-c03_ffi-cal.fits,67,Kepler,Kepler Photometer,67,19,3,ICRS,2000.0,2,RA---TAN-SIP,DEC--TAN-SIP,332.4614072669537,-11.214963242363904,533.0,521.0,-0.0006130512280718,0.0009190582586762478,0.0009186247706231317,0.0006127883717281941,2,2,7.235996671585304e-07,1.354714016388e-07,3.84360804722e-07,1.735841591054e-07,7.646180539406716e-07,7.492460571312357e-07,2,2,1.298401432508e-06,2.674726584302488e-06,-7.091026887973e-07,-1.404620034282e-07,-3.9399503018e-07,1.817300996824167e-06,-1.929276534266e-06,-1.871757009476e-07,-7.535705091045e-07,-7.34597175488e-07
3,ktwo2015008010551-c03_ffi-cal.fits,68,Kepler,Kepler Photometer,68,19,4,ICRS,2000.0,2,RA---TAN-SIP,DEC--TAN-SIP,331.73940133199676,-10.148935739394227,533.0,521.0,0.0006107730001953355,0.0009201408107181641,-0.0009202608554098,0.0006110932112807446,2,2,5.376353005566272e-07,2.692228520359669e-07,2.09336744528537e-07,1.456610071784749e-07,7.095270202124231e-07,4.694802727463e-07,2,2,-7.249546982546e-07,-7.65272000134e-07,-5.348753974901e-07,-2.74720369591e-07,-1.955746129163e-07,4.166444360275688e-06,3.649256006239e-06,-1.497481038502e-07,-7.035283115923e-07,-4.731395354222e-07
3,ktwo2015008010551-c03_ffi-cal.fits,69,Kepler,Kepler Photometer,69,20,1,ICRS,2000.0,2,RA---TAN-SIP,DEC--TAN-SIP,331.91334482487036,-8.119470281558892,533.0,521.0,-0.0009190826768548,-0.0006126191642663,-0.0006129186526893,0.0009193306823176205,2,2,4.158540239759418e-07,1.511167962138e-07,6.201313910491845e-07,-3.610641123979e-09,5.861171901886034e-07,3.415946021486e-07,2,2,5.427754687577816e-06,2.6215009965443e-06,-4.092327315597e-07,-1.686673045867e-07,-6.239914552302e-07,-1.027444980941e-06,7.246606295384836e-06,3.466606012431e-09,-5.876462832476e-07,-3.476123004881e-07
3,ktwo2015008010551-c03_ffi-cal.fits,70,Kepler,Kepler Photometer,70,20,2,ICRS,2000.0,2,RA---TAN-SIP,DEC--TAN-SIP,330.8350267588031,-8.828482866456355,533.0,521.0,0.0009208952806121777,-0.0006105881186079,0.0006101705850711747,0.0009206123520955625,2,2,5.754082893952486e-07,1.906043442896e-07,4.374913180038e-07,8.25560253835308e-08,5.621265131835925e-07,4.5632965726777e-07,2,2,2.202300263074e-06,4.118268211717515e-06,-5.725903917743e-07,-1.831357925673e-07,-4.29832443596867e-07,1.341981574101e-05,2.984369945240939e-07,-9.65998476594434e-08,-5.659429251303e-07,-4.810565188417e-07
3,ktwo2015008010551-c03_ffi-cal.fits,71,Kepler,Kepler Photometer,71,20,3,ICRS,2000.0,2,RA---TAN-SIP,DEC--TAN-SIP,330.14232910189423,-7.792581782863424,533.0,521.0,0.0009219485100649817,0.0006081410834232942,0.000608499645635108,-0.000922215416039,2,2,6.864636413893678e-07,1.629689858054e-07,5.106635296632466e-07,6.131836563490237e-08,6.712284020252345e-07,3.816418346365977e-07,2,2,2.650170500767e-06,-1.077281152057e-06,-6.793597121978e-07,-1.715353299763e-07,-5.20530105131e-07,-2.096968615744e-06,-8.617877619561e-07,-6.200657497949e-08,-6.779108673019e-07,-3.959592950933e-07
3,ktwo2015008010551-c03_ffi-cal.fits,72,Kepler,Kepler Photometer,72,20,4,ICRS,2000.0,2,RA---TAN-SIP,DEC--TAN-SIP,331.2195052538561,-7.085930272536887,533.0,521.0,-0.000920782095526524,0.0006108550891448735,-0.000610419497827318,-0.0009203594991823,2,2,4.957007494908402e-07,-1.170400233653e-07,4.586587796887e-07,4.074440202506e-07,8.505258058345272e-07,6.751445925044528e-07,2,2,1.608597523692614e-06,3.266477821854118e-07,-5.011908048262e-07,1.293541266441e-07,-4.684852686862e-07,4.954521209390965e-06,-1.639712943629e-06,-3.956459623799e-07,-8.600911085947e-07,-6.761645999079e-07
3,ktwo2015008010551-c03_ffi-cal.fits,73,Kepler,Kepler Photometer,73,22,1,ICRS,2000.0,2,RA---TAN-SIP,DEC--TAN-SIP,333.6050228789623,-15.787771645317955,533.0,521.0,0.0006148600740345151,-0.0009178408152709,-0.0009175820045096,-0.0006144819801316,2,2,5.77039990797657e-07,1.206516479099e-07,5.384059242383332e-07,1.737773170353e-08,7.056013777239206e-07,5.42288045899199e-07,2,2,8.242286762702153e-07,-2.353660672056e-06,-5.79586133442e-07,-1.19846633448e-07,-5.30795647106e-07,2.920979967771e-06,2.02543454646695e-06,-2.498979044345e-08,-7.004969068456e-07,-5.476430310749e-07
3,ktwo2015008010551-c03_ffi-cal.fits,74,Kepler,Kepler Photometer,74,22,2,ICRS,2000.0,2,RA---TAN-SIP,DEC--TAN-SIP,334.34968038753226,-16.85040508491484,533.0,521.0,-0.0006179542456514,-0.0009152011553464,0.0009155824066462793,-0.0006184364709646,2,2,6.742604900187108e-07,8.453723184456099e-08,6.135193203412009e-07,1.721980548326e-07,7.247205257922835e-07,4.825535515837461e-07,2,2,4.002883438875544e-07,-1.895972545002e-06,-6.635247930186e-07,-8.122050718966e-08,-6.231994212892e-07,1.300879688181e-06,-4.596226054785e-06,-1.765059667009e-07,-7.088517652868e-07,-4.666276491745e-07
3,ktwo2015008010551-c03_ffi-cal.fits,75,Kepler,Kepler Photometer,75,22,3,ICRS,2000.0,2,RA---TAN-SIP,DEC--TAN-SIP,333.2730450768673,-17.541199328236612,533.0,521.0,-0.0006133273086831,0.0009191245995867557,0.0009187226080786847,0.0006129924586220214,2,2,6.590169239403512e-07,1.446985597332e-07,3.899288785036e-07,-1.790317816675e-07,2.302855147633e-07,8.792760658960508e-07,2,2,-3.969510754115e-06,1.919562838901573e-06,-6.567512086363e-07,-1.585330446301e-07,-3.855898525361e-07,5.706317758340153e-07,3.911147129151429e-06,1.698280610674208e-07,-2.393429654576e-07,-8.813552311929e-07
3,ktwo2015008010551-c03_ffi-cal.fits,76,Kepler,Kepler Photometer,76,22,4,ICRS,2000.0,2,RA---TAN-SIP,DEC--TAN-SIP,332.5318083676895,-16.474591840870644,533.0,521.0,0.0006094592264782393,0.0009209242564403226,-0.0009213108198562,0.0006100077136703077,2,2,5.694161798579943e-07,6.230819769242871e-07,5.158728586739225e-07,3.263993641477e-07,5.598955619187815e-07,5.385051671361683e-07,2,2,-1.674989559762e-06,-1.193628569451e-06,-5.463998066931e-07,-6.461349356393e-07,-5.28165136801e-07,-1.723311124892e-06,2.217643189484e-06,-3.18988911026e-07,-5.829137990691e-07,-5.33182418021e-07
3,ktwo2015008010551-c03_ffi-cal.fits,77,Kepler,Kepler Photometer,77,23,1,ICRS,2000.0,2,RA---TAN-SIP,DEC--TAN-SIP,331.9738502568011,-13.419196245108823,533.0,521.0,0.0006097134035407011,-0.000921436316955,-0.0009210236170722,-0.0006093887565875,2,2,7.417292721434852e-07,2.238711564389e-07,5.592493607042967e-07,2.175826607434857e-07,8.255753080695795e-07,2.931864911520969e-07,2,2,-1.352819870339e-06,-7.124421277859e-07,-7.297069447526e-07,-2.314652748045e-07,-5.498180668565e-07,-1.073333783385e-06,-8.002792685761e-07,-2.118928334928e-07,-8.174060128921e-07,-3.137449119058e-07
3,ktwo2015008010551-c03_ffi-cal.fits,78,Kepler,Kepler Photometer,78,23,2,ICRS,2000.0,2,RA---TAN-SIP,DEC--TAN-SIP,332.7037323198649,-14.486085287227848,533.0,521.0,-0.0006123357819078,-0.000919182507118,0.000919366636901961,-0.0006127281368339,2,2,5.989725633988757e-07,8.655880846753833e-08,6.109073188521683e-07,9.436683033816085e-08,4.702341095707e-07,4.323743384051844e-07,2,2,-2.585321186684e-07,2.992308954743302e-06,-6.100500955224e-07,-7.353026966438e-08,-6.106594242064e-07,-7.45281695756577e-07,6.803736922448283e-07,-9.109716333124e-08,-4.798385018547e-07,-4.311506897319e-07
3,ktwo2015008010551-c03_ffi-cal.fits,79,Kepler,Kepler Photometer,79,23,3,ICRS,2000.0,2,RA---TAN-SIP,DEC--TAN-SIP,331.6327083919855,-15.171755622578234,533.0,521.0,-0.0006079248791068,0.00092257892941307,0.0009223200059202254,0.000607557592351831,2,2,5.63155445016227e-07,2.716884264905643e-07,3.61209252104052e-07,2.621127433900047e-07,5.294296637992631e-07,3.052343226129738e-07,2,2,-1.16502539759e-07,1.971054826081e-07,-5.627971126061e-07,-2.784435626611e-07,-3.720983317564e-07,-8.186156822104e-07,1.070890575317e-07,-2.618147920006e-07,-5.327786835928e-07,-3.093678364088e-07
3,ktwo2015008010551-c03_ffi-cal.fits,80,Kepler,Kepler Photometer,80,23,4,ICRS,2000.0,2,RA---TAN-SIP,DEC--TAN-SIP,330.9062430292476,-14.101230782780986,533.0,521.0,0.0006045584403237266,0.000924150289830428,-0.0009243461861523,0.0006051549650629676,2,2,6.170086651382741e-07,1.346888600969e-07,3.960601748078e-07,6.447954213575499e-08,4.086090705498642e-07,5.498423464654944e-07,2,2,1.093804735827e-06,2.787318404972e-06,-6.187727077017e-07,-1.369800155988e-07,-3.93385803749e-07,1.776142008753e-06,-1.437902421841e-06,-6.428179717153e-08,-4.072793294241e-07,-5.484587661404e-07
3,ktwo2015008010551-c03_ffi-cal.fits,81,Kepler,Kepler Photometer,81,24,1,ICRS,2000.0,2,RA---TAN-SIP,DEC--TAN-SIP,330.3735777096917,-11.041143918510345,533.0,521.0,0.000606061134211348,-0.0009239238435861,-0.00092350597503,-0.0006056122293505,2,2,4.642822388660763e-07,6.080101005822113e-08,5.74699805758347e-07,1.401128398964e-07,4.693183524445e-07,5.422103227141596e-07,2,2,2.213422179099e-06,1.902484304842e-06,-4.694944633798e-07,-5.679736789964e-08,-5.720194642696e-07,-2.431215150408e-06,-1.034371283835e-07,-1.410010536253e-07,-4.743251719964e-07,-5.303344952627e-07
3,ktwo2015008010551-c03_ffi-cal.fits,82,Kepler,Kepler Photometer,82,24,2,ICRS,2000.0,2,RA---TAN-SIP,DEC--TAN-SIP,331.0919955420448,-12.111108582330633,533.0,521.0,-0.0006080967194394,-0.0009219631485483,0.0009221243231487679,-0.0006084855047878,2,2,7.242726003115398e-07,1.824613797324e-07,5.181418781052248e-07,2.975342328098706e-08,4.827623954280063e-07,3.998927293241364e-07,2,2,-6.847981751561e-07,1.383106073912e-06,-7.163017145826e-07,-1.842590869275e-07,-5.14966573107274e-07,2.82692399977e-06,7.370172307574727e-07,-2.628132636993e-08,-4.786319187004e-07,-4.104569069527e-07
3,ktwo2015008010551-c03_ffi-cal.fits,83,Kepler,Kepler Photometer,83,24,3,ICRS,2000.0,2,RA---TAN-SIP,DEC--TAN-SIP,330.0286104778697,-12.792670518965284,533.0,521.0,-0.0006045764052244,0.0009249213760623302,0.0009245293088048754,0.0006041675114899156,2,2,6.294134418522346e-07,2.370861570801587e-07,3.949913035953e-07,4.155803842038e-08,5.070184101877825e-07,5.024032292554783e-07,2,2,5.040904835041909e-06,4.841996591319757e-06,-6.205969754315e-07,-2.410393748979e-07,-3.926510462497e-07,-4.776035262049e-07,-2.861884959465e-07,-3.810671743129e-08,-5.122745055151e-07,-5.204165599495e-07
3,ktwo2015008010551-c03_ffi-cal.fits,84,Kepler,Kepler Photometer,84,24,4,ICRS,2000.0,2,RA---TAN-SIP,DEC--TAN-SIP,329.3128540534017,-11.719705078367257,533.0,521.0,0.0006018928540570882,0.0009261873678321078,-0.0009263809020896,0.0006021722737575644,2,2,7.031578281374809e-07,1.980318310592e-07,4.506227716770603e-07,2.707503927419198e-07,7.085487712628869e-07,4.274041636047e-07,2,2,-1.669856246709e-06,-2.452032819362e-06,-7.077439507821e-07,-2.054369089256e-07,-4.356821830729e-07,2.016724348789259e-06,-2.520961092305e-06,-2.672897333404e-07,-7.126754332712e-07,-4.121056138726e-07
4,ktwo2015051131033-c04_ffi-cal.fits,1,Kepler,Kepler Photometer,1,2,1,ICRS,2000.0,2,RA---TAN-SIP,DEC--TAN-SIP,65.46714380763783,17.56785098375869,533.0,521.0,-0.0004359978313945,0.001015096986652341,0.00101493657399,0.0004354387391640336,2,2,4.90880302411727e-07,1.573670011894916e-07,2.7311293587e-07,1.212953966917e-07,7.728816768868126e-07,4.118359772962184e-07,2,2,9.94345036503799e-07,-6.866364216804e-07,-4.914905143911e-07,-1.573401083536e-07,-2.716078300821e-07,8.211441535704896e-07,1.486813488553e-06,-1.2082887524605e-07,-7.720376536835e-07,-4.14645352235e-07
4,ktwo2015051131033-c04_ffi-cal.fits,2,Kepler,Kepler Photometer,2,2,2,ICRS,2000.0,2,RA---TAN-SIP,DEC--TAN-SIP,64.93350022398968,18.743770003284524,533.0,521.0,0.0004387510079687634,0.001013362084642909,-0.00101365079881,0.0004390842906794,2,2,5.635794535514056e-07,3.61434477243e-07,4.44323169770526e-07,-3.998217524181e-08,6.345287272664267e-07,6.889101492333065e-07,2,2,1.275057696739e-06,-7.66781150959e-07,-5.675090251918e-07,-3.543180501443e-07,-4.470584426216e-07,-8.932567142601e-07,-2.88364312871141e-07,3.23365109006e-08,-6.323531295225e-07,-6.973242504447e-07
4,ktwo2015051131033-c04_ffi-cal.fits,3,Kepler,Kepler Photometer,3,2,3,ICRS,2000.0,2,RA---TAN-SIP,DEC--TAN-SIP,66.1416627177836,19.233801578498667,533.0,521.0,0.000431921417817117,-0.001016938341893,-0.001016613252605,-0.0004312533860499,2,2,8.407769570689897e-07,1.031369377306e-07,3.761794270520214e-07,5.349814220075936e-08,5.769249538801815e-07,3.387280021948169e-07,2,2,-3.073316237016e-07,7.317714392629322e-08,-8.444169325605e-07,-1.047355809203e-07,-3.780403377582e-07,9.251019749001812e-07,4.489337801403311e-07,-5.418404340756e-08,-5.828429428389e-07,-3.365234990318e-07
4,ktwo2015051131033-c04_ffi-cal.fits,4,Kepler,Kepler Photometer,4,2,4,ICRS,2000.0,2,RA---TAN-SIP,DEC--TAN-SIP,66.66815118967504,18.05436271197857,533.0,521.0,-0.0004286126577053,-0.001017970092161,0.001018030869721,-0.0004288582199213,2,2,7.124018983245886e-07,7.145237956642095e-09,3.652870444787769e-07,1.792782497300099e-07,5.015563821150096e-07,5.027211870868509e-07,2,2,-2.45948005551709e-06,-1.721975837101e-06,-7.058663705144e-07,-7.362743810165e-09,-3.588593623551e-07,1.486198228142e-07,3.820956298812892e-06,-1.708694394323e-07,-5.092558586006e-07,-5.095589815218e-07
4,ktwo2015051131033-c04_ffi-cal.fits,9,Kepler,Kepler Photometer,9,4,1,ICRS,2000.0,2,RA---TAN-SIP,DEC--TAN-SIP,63.04275816879115,22.786409026634637,533.0,521.0,-0.000448021567483,0.001009874749169313,0.001009658726832,0.0004475792590542128,2,2,5.87740612206686e-07,2.291309659164853e-07,5.295343035107998e-07,1.594158705177e-07,6.565077307859482e-07,5.276513473048414e-07,2,2,-2.92008012885e-06,-1.88053706825e-06,-5.793239383225e-07,-2.389543716281e-07,-5.328499875581e-07,1.016197725177e-06,-1.748240930076e-06,-1.62429764122e-07,-6.482774535862e-07,-5.25568977027e-07
4,ktwo2015051131033-c04_ffi-cal.fits,10,Kepler,Kepler Photometer,10,4,2,ICRS,2000.0,2,RA---TAN-SIP,DEC--TAN-SIP,62.47465591676096,23.956089321429072,533.0,521.0,0.000451656450077997,0.001007950269855,-0.001008075688006,0.0004521647487007,2,2,6.976063390753874e-07,2.19903352425e-07,4.171198690977e-07,1.211568183381624e-07,4.960460576428368e-07,4.064533184284e-07,2,2,-9.246614783096e-07,1.391990897469e-06,-6.950551232311e-07,-2.283060868344e-07,-4.227802965659e-07,1.280234890454154e-06,-3.372470181777e-06,-1.181155903753e-07,-4.987118808958e-07,-4.167467713531e-07
4,ktwo2015051131033-c04_ffi-cal.fits,11,Kepler,Kepler Photometer,11,4,3,ICRS,2000.0,2,RA---TAN-SIP,DEC--TAN-SIP,63.719735025628545,24.45871966533412,533.0,521.0,0.0004425541259782996,-0.001012295166371,-0.001012056720762,-0.0004420853944899,2,2,5.886576101158679e-07,2.054849997908e-07,4.86409245233147e-07,9.005073143656952e-08,6.563476632178638e-07,4.03282993175856e-07,2,2,7.595268911734426e-07,-3.876271835786e-06,-5.906037735994e-07,-2.005964237459e-07,-4.882727183753e-07,2.061898985922e-07,1.235356942663e-06,-8.51297394142007e-08,-6.635785221819e-07,-4.025446523734e-07
4,ktwo2015051131033-c04_ffi-cal.fits,12,Kepler,Kepler Photometer,12,4,4,ICRS,2000.0,2,RA---TAN-SIP,DEC--TAN-SIP,64.2779661711458,23.284282272790225,533.0,521.0,-0.0004380496725221,-0.00101368514139,0.00101392292556928,-0.0004386528169424,2,2,7.946920936898033e-07,-1.292671857378e-07,6.889273560816697e-07,4.008696917391e-07,7.946870147031554e-07,6.32228952167589e-07,2,2,-2.348934403015e-06,7.28019932323791e-07,-7.869731271104e-07,1.323283233806e-07,-7.028262595386e-07,1.108708106797e-06,4.611054002413245e-06,-4.024225908014e-07,-7.937161796812e-07,-6.41864133306973e-07
4,ktwo2015051131033-c04_ffi-cal.fits,13,Kepler,Kepler Photometer,13,6,1,ICRS,2000.0,2,RA---TAN-SIP,DEC--TAN-SIP,63.39044267362552,14.948653140459216,533.0,521.0,0.001008665140695,0.0004493755681402,0.000449950528875276,-0.001008990795426,2,2,5.58560322018871e-07,-1.585574546557e-07,6.648210454099338e-07,1.774278533617615e-07,3.62568135362594e-07,7.090628516773819e-07,2,2,-5.51098551091e-07,6.220719109112331e-07,-5.676021286746e-07,1.606133864396e-07,-6.734517287621e-07,8.234329378881872e-07,1.306753819773e-06,-1.754927125317e-07,-3.641347473555e-07,-7.13880363004e-07
4,ktwo2015051131033-c04_ffi-cal.fits,14,Kepler,Kepler Photometer,14,6,2,ICRS,2000.0,2,RA---TAN-SIP,DEC--TAN-SIP,64.60395280843544,15.466818750685794,533.0,521.0,-0.00101117418765,0.0004444663450072335,-0.000443924067058,-0.00101117388977,2,2,7.59982307621647e-07,3.74269089157e-07,9.98007050472906e-07,3.685700085908e-07,6.052837931427731e-07,2.763474580050533e-07,2,2,1.870386994195e-06,-2.501693636279e-06,-7.787673134676e-07,-3.473814131721e-07,-9.949403353872e-07,5.434915442741719e-06,-8.428683588812e-07,-3.47975509682e-07,-6.18320912508384e-07,-2.81205156736e-07
4,ktwo2015051131033-c04_ffi-cal.fits,15,Kepler,Kepler Photometer,15,6,3,ICRS,2000.0,2,RA---TAN-SIP,DEC--TAN-SIP,65.1198773556714,14.329338971014083,533.0,521.0,-0.001012275878426,-0.0004417069612665,-0.000442022844126,0.001012508271865,2,2,5.170633104323852e-07,1.27334107683e-07,6.121096796154625e-07,5.247660328629455e-08,7.144158111722841e-07,5.595302521339184e-07,2,2,-1.137010425991e-06,-6.912223648177e-07,-5.129786688696e-07,-1.369284933653e-07,-6.13996953744275e-07,-5.66764138788e-07,-1.568942134332e-07,-5.64971538077e-08,-7.170967100706e-07,-5.661007910554e-07
4,ktwo2015051131033-c04_ffi-cal.fits,16,Kepler,Kepler Photometer,16,6,4,ICRS,2000.0,2,RA---TAN-SIP,DEC--TAN-SIP,63.91124389009379,13.814026924246928,533.0,521.0,0.001010105355058,-0.0004473932060823,0.000446891932949,0.001010036981711,2,2,7.312099888664426e-07,-2.726109684624e-08,5.716657331569894e-07,1.579064875079e-07,5.737537147077919e-07,5.642452115566231e-07,2,2,2.358632494662e-06,-5.03979649497e-06,-7.300394654149e-07,2.731362681324e-08,-5.54000660340368e-07,-1.070382853458e-06,-3.049667935323e-06,-1.303458712567e-07,-6.107842405782e-07,-5.535007776407e-07
4,ktwo2015051131033-c04_ffi-cal.fits,21,Kepler,Kepler Photometer,21,8,1,ICRS,2000.0,2,RA---TAN-SIP,DEC--TAN-SIP,61.50577519926271,19.019150089069775,533.0,521.0,-0.0004582678515181,0.001005158964504291,0.001004960053757,0.0004578069494388,2,2,5.338020484140463e-07,9.430027437450853e-08,4.636927766001e-07,5.866836185189e-08,6.470429578372203e-07,6.951909819240731e-07,2,2,2.863718556981e-07,8.009688675370374e-07,-5.38329018924057e-07,-1.089520271091e-07,-4.511726589725e-07,-8.895037004961e-07,-2.960483084125e-07,-7.866802627002e-08,-6.518362223949e-07,-6.910017905027e-07
4,ktwo2015051131033-c04_ffi-cal.fits,22,Kepler,Kepler Photometer,22,8,2,ICRS,2000.0,2,RA---TAN-SIP,DEC--TAN-SIP,60.94000392368938,20.18344480779523,533.0,521.0,0.0004612679841126,0.001003448089482,-0.001003539853945,0.0004615898433780973,2,2,4.671170028331302e-07,1.088206667639e-07,3.078210023214833e-07,-2.033552862091e-07,6.388132326573681e-07,5.704597346306145e-07,2,2,-5.846512030401e-07,4.255464695419288e-06,-4.606663235739e-07,-1.135719990349e-07,-3.007188672824e-07,1.86584475255e-06,-6.64378111948899e-06,2.118226330978e-07,-6.38751051333733e-07,-5.5982320642663e-07
4,ktwo2015051131033-c04_ffi-cal.fits,23,Kepler,Kepler Photometer,23,8,3,ICRS,2000.0,2,RA---TAN-SIP,DEC--TAN-SIP,62.145013986520446,20.698021288783035,533.0,521.0,0.0004539423835480919,-0.001006997495298,-0.001006809753127,-0.0004533187100705,2,2,5.95871356946152e-07,3.625593937499e-07,5.018346842795094e-07,2.402796018963e-08,8.751160715080114e-07,4.743685619275232e-07,2,2,-1.514187686916e-06,-5.73329279291765e-07,-5.979828248113e-07,-3.575735916772e-07,-5.070424549094e-07,3.374749587193824e-07,1.631793169455e-06,-2.40395298639e-08,-8.752836747826e-07,-4.769373658875e-07
4,ktwo2015051131033-c04_ffi-cal.fits,24,Kepler,Kepler Photometer,24,8,4,ICRS,2000.0,2,RA---TAN-SIP,DEC--TAN-SIP,62.703232238510076,19.52969011678229,533.0,521.0,-0.0004501381186612,-0.001008281484618,0.001008518117334,-0.0004505452141576,2,2,8.825260686076948e-07,1.661607099847e-07,5.744156275169323e-07,4.377977039240729e-07,9.50958684392338e-07,3.905135910856846e-07,2,2,-3.813349639255e-07,2.354343011702e-07,-8.906450314201e-07,-1.707398956174e-07,-5.804367279272e-07,4.826829765513678e-06,-2.905968972569e-07,-4.382988364249e-07,-9.491252658977e-07,-3.967738940435e-07
4,ktwo2015051131033-c04_ffi-cal.fits,25,Kepler,Kepler Photometer,25,9,1,ICRS,2000.0,2,RA---TAN-SIP,DEC--TAN-SIP,61.456053591736584,22.15732119439947,533.0,521.0,-0.001005886700172,-0.000455590890822053,-0.000455979883795,0.001006229152589,2,2,6.46782862091859e-07,3.017667972770023e-07,7.09423575131371e-07,5.037120870104597e-08,6.823902194104459e-07,3.895359187861e-07,2,2,3.756679516527e-06,9.777840772259328e-07,-6.337876508061e-07,-3.167681124894e-07,-6.989204266332e-07,3.278755607081e-06,6.006000468128107e-06,-8.133165076867e-08,-6.64278243662e-07,-4.048622792491e-07
4,ktwo2015051131033-c04_ffi-cal.fits,26,Kepler,Kepler Photometer,26,9,2,ICRS,2000.0,2,RA---TAN-SIP,DEC--TAN-SIP,60.20144576755538,21.623960561767166,533.0,521.0,0.001002342250162,-0.0004642619613898,0.0004639452777101456,0.001002198164257,2,2,2.925291262517822e-07,1.454860633151165e-07,3.422306220897e-07,3.633321025222e-07,3.538498683932117e-07,5.787366114663205e-07,2,2,1.654510435111e-06,-1.783549333331e-06,-2.958072949283e-07,-1.495979473455e-07,-3.445185368233e-07,7.67512331930115e-06,-1.728591460352e-06,-3.794658735958e-07,-3.463278838245e-07,-5.749256692227e-07
4,ktwo2015051131033-c04_ffi-cal.fits,27,Kepler,Kepler Photometer,27,9,3,ICRS,2000.0,2,RA---TAN-SIP,DEC--TAN-SIP,59.6350669130024,22.747580542725576,533.0,521.0,0.0009998205079324815,0.0004688216259026,0.0004693140961231153,-0.0009999419511958,2,2,6.197479495645683e-07,1.837638987912e-07,6.278969036645352e-07,2.155474566129e-07,7.557306514150064e-07,7.043240079243885e-07,2,2,1.663175605666764e-06,-2.297940200138e-06,-6.20049774157147e-07,-1.807151157764e-07,-6.312000346523e-07,-8.72822974161801e-08,-8.26374556051e-07,-2.126469741622e-07,-7.610167475949e-07,-7.054744387399e-07
4,ktwo2015051131033-c04_ffi-cal.fits,28,Kepler,Kepler Photometer,28,9,4,ICRS,2000.0,2,RA---TAN-SIP,DEC--TAN-SIP,60.89714377706096,23.286411604925828,533.0,521.0,-0.00100396204227215,0.0004607489782323072,-0.0004602571615,-0.001003743289223,2,2,5.150450492564168e-07,5.377355430587483e-08,3.271334575198e-07,3.398048346099089e-08,5.522756531061975e-07,3.144933348033e-07,2,2,-2.101461672599e-06,2.166900388151872e-06,-5.319197392834e-07,-3.704506414849e-08,-3.151103953069e-07,-1.859492213075e-06,-8.47191423126e-07,-3.010514428338e-08,-5.473400093072e-07,-2.9647541980359e-07
4,ktwo2015051131033-c04_ffi-cal.fits,29,Kepler,Kepler Photometer,29,10,1,ICRS,2000.0,2,RA---TAN-SIP,DEC--TAN-SIP,60.153506986479265,24.748219301254053,533.0,521.0,-0.0010026026691,-0.0004630798236129,-0.0004635385319188,0.001003001130764,2,2,6.638468430121019e-07,6.492661835755349e-08,5.1925735151448e-07,1.290151479001e-07,4.478339283083665e-07,3.811936655443e-07,2,2,-4.629539607839e-06,-2.0581252951e-06,-6.57185156948e-07,-6.828153369252e-08,-5.193635798447e-07,2.821921904022e-07,1.567679003944e-06,-1.370961656989e-07,-4.405027253461e-07,-3.780771259159e-07
4,ktwo2015051131033-c04_ffi-cal.fits,30,Kepler,Kepler Photometer,30,10,2,ICRS,2000.0,2,RA---TAN-SIP,DEC--TAN-SIP,58.87895880720298,24.205606501242777,533.0,521.0,0.0009984876694573365,-0.0004728704179184,0.0004725061669934229,0.0009984716884530753,2,2,4.281427029021e-07,2.109476390432e-07,2.681640078650949e-07,1.21273744406e-07,4.197690638092194e-07,2.179033460324e-07,2,2,-3.278449739118e-06,-2.666742279527e-06,-4.249203917258e-07,-2.064603185066e-07,-2.664556810052e-07,-5.4550333937149e-07,4.573963313988095e-06,-1.278052951583e-07,-4.175295542895e-07,-2.036489051495e-07
